index,jempol_kanan, x_jempol_kanan, y_jempol_kanan, z_jempol_kanan, telunjuk_kanan, x_jempol_kanan, y_jempol_kanan, z_jempol_kanan, tengah_kanan, x_jempol_kanan, y_jempol_kanan, z_jempol_kanan, manis_kanan, x_manis_kanan, y_manis_kanan, z_manis_kanan, kelingking_kanan, x_kelingking_kanan, y_kelingking_kanan, z_kelingking_kanan, jempol_kiri, x_jempol_kiri, y_jempol_kiri, z_jempol_kiri, telunjuk_kiri, x_telunjuk_kiri, y_telunjuk_kiri, z_telunjuk_kiri, tengah_kiri, x_tengah kiri, y_tengah_kiri, z_tengah_kiri, manis_kiri, x_manis_kiri, y_manis_kiri, z_manis_kiri, kelingking_kiri, x_kelingking_kiri, y_kelingking_kiri, z_kelingking_kiri
2, 51.2378883362, -37.9136, -18.8828, -27.3127, 61.8660087585, -28.9802, -45.493, -26.8288, 99.3600006104, -26.7524, 2.09148, -91.9317, 91.4736633301, -0.143658, -0.538437, -87.8772, 87.3682174683, 48.1745, -10.6148, -67.8667, 60.5354919434, 57.9848, 0.118179, -26.5662, 90.5672149658, 46.185, -5.73672, -86.3682, 94.378578186, 29.0508, -14.5149, -96.6408, 87.9990539551, 3.48836, -10.3251, -94.1451, 79.2763748169, -33.9622, -14.8681, -77.0586
2, 51.2760162354, -37.9309, -18.9084, -27.3422, 61.8725776672, -29.0246, -45.4706, -26.8536, 99.3189926147, -26.7816, 1.99814, -91.8936, 91.4647827148, -0.184601, -0.460526, -87.8729, 87.3644714355, 48.177, -10.6471, -67.8687, 60.6061439514, 58.0048, 0.121292, -26.5437, 90.613822937, 46.1491, -5.69658, -86.3763, 94.4227828979, 29.0443, -14.5598, -96.6258, 88.0805511475, 3.4592, -10.1873, -94.2005, 79.3357086182, -33.9595, -14.8278, -77.0899
2, 51.3089942932, -37.9469, -18.9224, -27.3702, 61.8746452332, -29.054, -45.4645, -26.8666, 99.2930603027, -26.7958, 1.94606, -91.8695, 91.4499130249, -0.231049, -0.399796, -87.8648, 87.3671951294, 48.1913, -10.6565, -67.8677, 60.5992889404, 57.9817, 0.078186, -26.5585, 90.6192016602, 46.1227, -5.63022, -86.3911, 94.4405059814, 28.9856, -14.5086, -96.6614, 88.0995178223, 3.41666, -10.1021, -94.2407, 79.3478546143, -33.96, -14.773, -77.1197
2, 51.3296279907, -37.9528, -18.9326, -27.3992, 61.8615455627, -29.0696, -45.4657, -26.8685, 99.2760696411, -26.7964, 1.92982, -91.8551, 91.435874939, -0.267288, -0.337738, -87.857, 87.3699111938, 48.2113, -10.6537, -67.8635, 60.5642852783, 57.9113, 0.0683441, -26.5832, 90.651512146, 46.1303, -5.69458, -86.3621, 94.5189590454, 28.9291, -14.4086, -96.7132, 88.1778793335, 3.39057, -9.9894, -94.2878, 79.4267578125, -33.9801, -14.6734, -77.1658
2, 51.3450393677, -37.9537, -18.9541, -27.4242, 61.8387565613, -29.0717, -45.4779, -26.8559, 99.2626876831, -26.7908, 1.92332, -91.8452, 91.4257202148, -0.287445, -0.281113, -87.8514, 87.3712310791, 48.2338, -10.6472, -67.857, 60.4834060669, 57.8394, 0.116928, -26.5806, 90.6712036133, 46.1395, -5.56459, -86.3768, 94.5285491943, 28.9335, -14.3425, -96.7325, 88.1651000977, 3.4126, -10.0136, -94.2877, 79.4128417969, -33.9272, -14.7174, -77.1783
2, 51.3554954529, -37.9605, -18.9631, -27.4409, 61.8184547424, -29.0835, -45.4858, -26.8394, 99.2479324341, -26.7998, 1.90724, -91.8302, 91.4205780029, -0.309433, -0.223907, -87.8485, 87.3678970337, 48.2414, -10.6618, -67.8557, 60.3934288025, 57.7189, 0.140533, -26.6091, 90.7085113525, 46.1505, -5.57332, -86.3582, 94.5867233276, 28.9632, -14.3034, -96.7373, 88.1104278564, 3.49941, -10.4038, -94.1712, 79.4727630615, -33.9184, -14.706, -77.2032
2, 51.3675308228, -37.9685, -18.964, -27.4569, 61.8012313843, -29.0893, -45.4935, -26.8284, 99.2370758057, -26.8096, 1.90656, -91.8176, 91.4167327881, -0.332504, -0.162048, -87.8463, 87.3694229126, 48.2514, -10.6531, -67.8575, 60.3179893494, 57.6306, 0.188278, -26.6382, 90.7263031006, 46.1392, -5.44272, -86.3844, 94.5799865723, 28.9691, -14.3173, -96.731, 88.126953125, 3.4928, -10.4138, -94.18, 79.5068283081, -33.9558, -14.6968, -77.2226
2, 51.3783798218, -37.9759, -18.9689, -27.4688, 61.7862739563, -29.0937, -45.503, -26.8151, 99.2347946167, -26.8188, 1.93683, -91.8116, 91.4142684937, -0.35368, -0.11293, -87.8448, 87.3719558716, 48.262, -10.6504, -67.8587, 60.292011261, 57.5747, 0.384735, -26.6045, 90.8037490845, 46.1212, -5.23439, -86.4287, 94.6250457764, 28.9791, -14.329, -96.7224, 88.2153625488, 3.50252, -10.2907, -94.2218, 79.5572509766, -33.9518, -14.7653, -77.2243
2, 51.3846893311, -37.9786, -18.9776, -27.4764, 61.7729644775, -29.0845, -45.5205, -26.8024, 99.2316055298, -26.8314, 1.95306, -91.8044, 91.4112625122, -0.376232, -0.0705109, -87.843, 87.3744812012, 48.2716, -10.6286, -67.8625, 60.2579841614, 57.5352, 0.499771, -26.5793, 90.8126983643, 46.1268, -5.11592, -86.4437, 94.6261901855, 28.9945, -14.3129, -96.7221, 88.2460098267, 3.5182, -10.178, -94.2598, 79.5939712524, -33.9804, -14.7254, -77.256
2, 51.388961792, -37.9813, -18.9811, -27.4825, 61.7612419128, -29.0752, -45.5365, -26.7917, 99.2291259766, -26.8418, 1.9707, -91.7983, 91.4089279175, -0.399029, -0.0253754, -87.8414, 87.3754730225, 48.279, -10.6091, -67.8663, 60.2880325317, 57.5076, 0.468262, -26.5954, 90.857093811, 46.1356, -5.07631, -86.4393, 94.6893386841, 29.0225, -14.266, -96.7301, 88.2798080444, 3.55912, -10.2506, -94.2449, 79.6509399414, -33.9674, -14.6853, -77.2892
2, 51.3889732361, -37.9818, -18.9913, -27.4849, 61.7507400513, -29.066, -45.5524, -26.7805, 99.2255630493, -26.8587, 1.98019, -91.7897, 91.4079360962, -0.426674, 0.0231476, -87.8406, 87.376953125, 48.283, -10.5876, -67.873, 60.2822761536, 57.5153, 0.530106, -26.5371, 90.8275680542, 46.1353, -5.12846, -86.4129, 94.6849517822, 29.0679, -14.2835, -96.7127, 88.2478485107, 3.63375, -10.411, -94.2034, 79.6827850342, -33.9697, -14.6795, -77.3219
2, 51.3776321411, -37.976, -19.004, -27.4848, 61.7413520813, -29.0586, -45.5674, -26.7684, 99.2240829468, -26.8742, 1.99419, -91.7831, 91.4067840576, -0.454735, 0.0665741, -87.8396, 87.3781433105, 48.29, -10.5804, -67.8764, 60.3827400208, 57.5916, 0.603394, -26.438, 90.8924255371, 46.141, -4.99136, -86.4278, 94.7407684326, 29.108, -14.2632, -96.7077, 88.2732620239, 3.70047, -10.5692, -94.164, 79.7538909912, -33.9628, -14.6397, -77.3627
2, 51.3727149963, -37.9686, -19.0265, -27.4838, 61.7327919006, -29.0358, -45.5909, -26.7582, 99.2239685059, -26.896, 2.01161, -91.7761, 91.399269104, -0.497116, 0.093338, -87.8347, 87.3820419312, 48.2984, -10.5415, -67.8843, 60.305015564, 57.5192, 0.610321, -26.4557, 90.9066009521, 46.1501, -4.8532, -86.4429, 94.7699737549, 29.1124, -14.1694, -96.743, 88.280128479, 3.72367, -10.6325, -94.1582, 79.7687683105, -33.9479, -14.614, -77.3959
2, 51.3751029968, -37.9601, -19.0654, -27.4845, 61.7059516907, -29.0048, -45.6251, -26.7196, 99.2205200195, -26.9099, 1.99223, -91.7688, 91.3964614868, -0.519711, 0.112061, -87.8328, 87.3812484741, 48.3086, -10.5306, -67.8846, 60.3242645264, 57.4934, 0.56041, -26.472, 90.94581604, 46.146, -4.79169, -86.441, 94.865776062, 29.1319, -14.032, -96.7923, 88.38230896, 3.72089, -10.5108, -94.2099, 79.7845611572, -33.8682, -14.7174, -77.3974
2, 51.3736495972, -37.9622, -19.0891, -27.4748, 61.6729736328, -28.9837, -45.6553, -26.6683, 99.2129974365, -26.9392, 1.95157, -91.754, 91.3928527832, -0.558777, 0.126236, -87.8303, 87.3813934326, 48.3042, -10.5236, -67.8945, 60.324054718, 57.5029, 0.59935, -26.4271, 90.9146499634, 46.1529, -4.86043, -86.4074, 94.8696899414, 29.1888, -14.0317, -96.7843, 88.3895492554, 3.75062, -10.5404, -94.2156, 79.7635879517, -33.7937, -14.8719, -77.3872
2, 51.3780326843, -37.967, -19.1044, -27.4676, 61.6223602295, -28.9601, -45.679, -26.6088, 99.2035293579, -26.9706, 1.89909, -91.7372, 91.3852844238, -0.606586, 0.131836, -87.8253, 87.3829498291, 48.3015, -10.5169, -67.9037, 60.4119186401, 57.6057, 0.840286, -26.2474, 90.9609527588, 46.1782, -4.85629, -86.3871, 94.9064025879, 29.2466, -14.093, -96.7509, 88.4345855713, 3.77512, -10.6186, -94.2075, 79.8165512085, -33.7567, -14.9461, -77.3972
2, 51.3778381348, -37.9705, -19.1175, -27.4591, 61.5458335876, -28.9311, -45.6971, -26.5309, 99.2013549805, -27.0014, 1.88991, -91.7258, 91.3777236938, -0.655884, 0.140121, -87.8202, 87.3811035156, 48.2924, -10.5126, -67.915, 60.49974823, 57.7261, 0.976746, -26.1026, 90.9525146484, 46.178, -4.8589, -86.3759, 94.8944854736, 29.2761, -14.132, -96.7299, 88.4384613037, 3.8035, -10.6497, -94.2082, 79.8318634033, -33.7448, -15.0269, -77.4
2, 51.3786735535, -37.9722, -19.132, -27.4546, 61.4790306091, -28.9045, -45.7133, -26.4614, 99.197845459, -27.0188, 1.87083, -91.7175, 91.3754196167, -0.681225, 0.150467, -87.8184, 87.3769989014, 48.2917, -10.5286, -67.9168, 60.6172714233, 57.8486, 1.11333, -25.9659, 90.9967803955, 46.1852, -4.86299, -86.3637, 94.939704895, 29.2633, -14.1752, -96.7218, 88.5093307495, 3.79944, -10.6493, -94.2251, 79.9096832275, -33.7753, -15.0461, -77.4131
2, 51.3756637573, -37.9692, -19.153, -27.4505, 61.4225616455, -28.8726, -45.7295, -26.4068, 99.1944580078, -27.0377, 1.85974, -91.7086, 91.3729095459, -0.710087, 0.173904, -87.8164, 87.3751068115, 48.2887, -10.5089, -67.9252, 60.6282043457, 57.8875, 1.15654, -25.915, 90.9747848511, 46.1702, -4.92488, -86.3471, 94.9255523682, 29.2411, -14.2499, -96.7054, 88.5287017822, 3.74826, -10.6694, -94.2421, 79.9258041382, -33.803, -15.154, -77.3964
2, 51.3649330139, -37.9697, -19.1671, -27.4408, 61.3740997314, -28.8534, -45.7382, -26.3586, 99.1931533813, -27.0636, 1.8687, -91.6991, 91.3687820435, -0.750801, 0.199692, -87.8133, 87.3742446899, 48.2799, -10.4951, -67.9374, 60.6412200928, 57.8828, 1.14519, -25.9078, 91.0125656128, 46.1614, -4.97308, -86.3338, 94.9839553833, 29.2149, -14.2788, -96.71, 88.6017456055, 3.69157, -10.6531, -94.2684, 80.0056991577, -33.8643, -15.174, -77.4006
2, 51.794757843, -38.3339, -20.0103, -27.4682, 60.4484825134, -28.4952, -45.6746, -25.3343, 98.8706512451, -27.7919, 1.17696, -91.1422, 91.145149231, -0.730644, -0.531784, -87.6022, 87.3924484253, 48.7357, -10.9953, -67.7121, 61.1230239868, 56.9576, 2.08344, -24.7724, 93.1577835083, 46.6399, -5.15639, -85.8107, 97.520904541, 29.7022, -14.8131, -96.5875, 91.2574081421, 4.03383, -11.8874, -94.4925, 82.5443878174, -33.5965, -17.4823, -77.6338
2, 51.7996482849, -38.3554, -20.0109, -27.4549, 60.4428329468, -28.5237, -45.6538, -25.3292, 98.8695678711, -27.8146, 1.19916, -91.1337, 91.146194458, -0.746033, -0.534775, -87.602, 87.3929290771, 48.713, -11.0139, -67.7263, 61.1391639709, 56.9783, 1.95293, -24.8033, 93.1352615356, 46.6726, -5.32271, -85.7571, 97.5495071411, 29.6748, -14.7588, -96.6172, 91.2734298706, 4.01488, -11.8278, -94.5154, 82.5708618164, -33.6308, -17.514, -77.627
2, 51.8049888611, -38.3846, -20.0116, -27.4336, 60.4388313293, -28.5599, -45.6284, -25.3261, 98.8684158325, -27.8531, 1.2326, -91.12, 91.1487960815, -0.775753, -0.522049, -87.6029, 87.3929672241, 48.6764, -11.0277, -67.7509, 61.1103858948, 56.9417, 1.95094, -24.8148, 93.1782226562, 46.6713, -5.36108, -85.7427, 97.6256790161, 29.684, -14.6763, -96.6409, 91.3364944458, 4.00021, -11.7491, -94.5393, 82.6558990479, -33.696, -17.4688, -77.6397
2, 51.804069519, -38.4033, -20.0079, -27.4209, 60.4307899475, -28.5876, -45.6042, -25.3246, 98.8643569946, -27.8699, 1.24509, -91.111, 91.1521987915, -0.785362, -0.51207, -87.6045, 87.3934249878, 48.6559, -11.0419, -67.7641, 61.0307388306, 56.8798, 1.93869, -24.8435, 93.1767959595, 46.6728, -5.37698, -85.7337, 97.6515197754, 29.6711, -14.5802, -96.6772, 91.3412399292, 3.98174, -11.7006, -94.5541, 82.6664123535, -33.7143, -17.4191, -77.6539
2, 51.8043174744, -38.416, -20.008, -27.4124, 60.4103965759, -28.6003, -45.5822, -25.3178, 98.8622360229, -27.8881, 1.26483, -91.103, 91.1527862549, -0.796669, -0.510986, -87.604, 87.3948364258, 48.6398, -11.0359, -67.778, 60.9971542358, 56.8217, 1.90947, -24.8753, 93.2176208496, 46.6733, -5.4239, -85.718, 97.7224502563, 29.6395, -14.5019, -96.7132, 91.4194717407, 3.94267, -11.576, -94.5953, 82.7281341553, -33.7381, -17.3301, -77.6798
2, 51.8079299927, -38.4267, -20, -27.413, 60.3785972595, -28.6095, -45.5544, -25.3087, 98.8607254028, -27.8915, 1.28903, -91.1, 91.1541748047, -0.797352, -0.49765, -87.6045, 87.3955154419, 48.632, -11.0334, -67.7848, 60.9162559509, 56.7559, 1.91138, -24.891, 93.2212905884, 46.6749, -5.42189, -85.715, 97.7274169922, 29.6158, -14.4436, -96.7364, 91.4367752075, 3.91007, -11.4964, -94.6236, 82.7252807617, -33.7334, -17.2776, -77.6954
2, 51.8064804077, -38.4273, -19.9995, -27.419, 60.3417167664, -28.613, -45.5253, -25.3013, 98.8602676392, -27.8744, 1.30933, -91.1041, 91.1549072266, -0.77475, -0.500778, -87.6046, 87.3960037231, 48.6403, -11.0392, -67.7786, 60.8631896973, 56.6795, 1.92613, -24.9125, 93.2772903442, 46.6782, -5.41045, -85.7146, 97.7957992554, 29.6021, -14.3506, -96.7693, 91.4823608398, 3.89538, -11.481, -94.6293, 82.7703933716, -33.7339, -17.2567, -77.7026
2, 51.8066673279, -38.4312, -19.9931, -27.4244, 60.3076972961, -28.6171, -45.499, -25.2914, 98.859916687, -27.856, 1.32314, -91.1087, 91.1562728882, -0.750599, -0.508331, -87.6051, 87.3971862793, 48.6507, -11.0524, -67.7703, 60.8092575073, 56.6279, 1.92998, -24.9213, 93.2853469849, 46.6949, -5.39101, -85.7111, 97.799697876, 29.5809, -14.3087, -96.7884, 91.4349899292, 3.93813, -11.6138, -94.5815, 82.781036377, -33.742, -17.2011, -77.7212
2, 51.801197052, -38.4287, -19.9946, -27.428, 60.2616882324, -28.6164, -45.4704, -25.2743, 98.8603973389, -27.8435, 1.33817, -91.1121, 91.1585769653, -0.731789, -0.510956, -87.6062, 87.3973693848, 48.6553, -11.0581, -67.7664, 60.8115730286, 56.582, 1.85963, -24.9617, 93.3416824341, 46.7091, -5.37463, -85.7084, 97.8371963501, 29.5876, -14.3312, -96.7752, 91.4649429321, 3.95844, -11.6827, -94.5579, 82.8223495483, -33.7333, -17.1906, -77.7266
2, 51.7863464355, -38.4215, -19.9983, -27.4286, 60.1903076172, -28.6128, -45.4334, -25.237, 98.8626098633, -27.8292, 1.355, -91.1167, 91.1590805054, -0.716473, -0.520172, -87.6062, 87.3975830078, 48.6586, -11.0697, -67.7625, 60.8050842285, 56.5494, 1.73985, -25.0149, 93.3383712769, 46.7303, -5.40765, -85.6917, 97.8035354614, 29.5996, -14.4201, -96.7354, 91.4502487183, 3.97842, -11.7358, -94.5384, 82.8190307617, -33.721, -17.1631, -77.7371
2, 51.7821121216, -38.4177, -19.9988, -27.4343, 60.0898666382, -28.603, -45.3877, -25.1791, 98.8638000488, -27.8151, 1.36473, -91.1208, 91.1592636108, -0.702061, -0.533051, -87.606, 87.3972396851, 48.6613, -11.0856, -67.758, 60.8608932495, 56.5556, 1.6799, -25.0287, 93.392539978, 46.7835, -5.44823, -85.6629, 97.8465652466, 29.6155, -14.4506, -96.7175, 91.486366272, 4.00676, -11.7749, -94.5211, 82.8674468994, -33.7197, -17.1473, -77.7452
2, 51.7788848877, -38.4187, -19.9937, -27.437, 59.9649238586, -28.5865, -45.3353, -25.1018, 98.8665618896, -27.7983, 1.37502, -91.1266, 91.1599884033, -0.687447, -0.544861, -87.6062, 87.395866394, 48.6633, -11.1082, -67.7524, 60.866394043, 56.5516, 1.62651, -25.0412, 93.4128799438, 46.8131, -5.38412, -85.667, 97.8259658813, 29.6372, -14.5301, -96.6813, 91.4798049927, 4.03328, -11.8052, -94.5083, 82.8519058228, -33.6918, -17.1563, -77.7452
2, 51.772983551, -38.4193, -19.9901, -27.4368, 59.852230072, -28.5707, -45.288, -25.0279, 98.8681716919, -27.7903, 1.38161, -91.1293, 91.1604995728, -0.676746, -0.557861, -87.6062, 87.3930664062, 48.6613, -11.1325, -67.7484, 60.9020957947, 56.5487, 1.59172, -25.0507, 93.4470901489, 46.8412, -5.46559, -85.6354, 97.8569641113, 29.6734, -14.6162, -96.6381, 91.5056915283, 4.07323, -11.8985, -94.4752, 82.8960266113, -33.6825, -17.1531, -77.7497
2, 51.7677574158, -38.4183, -19.9922, -27.4353, 59.7863616943, -28.5593, -45.2591, -24.9836, 98.8686676025, -27.7852, 1.38028, -91.1309, 91.1615982056, -0.665501, -0.572845, -87.6066, 87.3901290894, 48.6598, -11.1509, -67.7449, 60.921169281, 56.5528, 1.52562, -25.0786, 93.4590148926, 46.8477, -5.41223, -85.6447, 97.8328323364, 29.7149, -14.7281, -96.5856, 91.4817123413, 4.10545, -12.0047, -94.4392, 82.9039154053, -33.692, -17.1776, -77.7455
2, 51.7643508911, -38.4177, -19.9941, -27.4354, 59.7156181335, -28.5476, -45.2269, -24.9376, 98.8689651489, -27.7778, 1.38078, -91.133, 91.1604614258, -0.655029, -0.59346, -87.6055, 87.3841552734, 48.6553, -11.1793, -67.7398, 60.9506340027, 56.5458, 1.47397, -25.0987, 93.4993438721, 46.8473, -5.43983, -85.6362, 97.864074707, 29.7674, -14.8321, -96.5321, 91.5341491699, 4.10604, -12.0331, -94.4331, 82.9305801392, -33.6682, -17.2609, -77.7235
2, 51.7619476318, -38.4172, -19.9929, -27.4385, 59.6447868347, -28.5356, -45.1919, -24.8958, 98.868057251, -27.7662, 1.38191, -91.1355, 91.1621017456, -0.637516, -0.596863, -87.6064, 87.3748016357, 48.648, -11.2078, -67.7343, 60.9488792419, 56.5339, 1.40463, -25.1293, 93.4899368286, 46.8374, -5.4624, -85.6323, 97.8458023071, 29.7989, -14.931, -96.4873, 91.531539917, 4.1105, -12.0776, -94.4214, 82.9150085449, -33.6437, -17.3156, -77.7089
2, 51.7613220215, -38.4145, -19.9899, -27.4452, 59.5539321899, -28.515, -45.1515, -24.8427, 98.8654632568, -27.7473, 1.36925, -91.139, 91.1625671387, -0.612259, -0.614548, -87.6064, 87.3711013794, 48.6545, -11.2241, -67.7246, 60.9961967468, 56.5504, 1.41525, -25.1206, 93.5298461914, 46.8347, -5.50531, -85.6216, 97.9042282104, 29.8011, -14.939, -96.4838, 91.5771713257, 4.11644, -12.1233, -94.4092, 82.9658279419, -33.6501, -17.3521, -77.7002
2, 51.7612915039, -38.4127, -19.9834, -27.4526, 59.463092804, -28.4971, -45.105, -24.7971, 98.8580169678, -27.7276, 1.34071, -91.1393, 91.1639480591, -0.591694, -0.61673, -87.6072, 87.3677825928, 48.6592, -11.2349, -67.7174, 61.0131263733, 56.5705, 1.42796, -25.1057, 93.4998245239, 46.8368, -5.64505, -85.5849, 97.9187393188, 29.8003, -14.9129, -96.4943, 91.5614242554, 4.12519, -12.2171, -94.3825, 82.9755401611, -33.6645, -17.3827, -77.6931
2, 51.7611427307, -38.4114, -19.9799, -27.4583, 59.4008293152, -28.4849, -45.0714, -24.7629, 98.8529815674, -27.7149, 1.3197, -91.139, 91.1636505127, -0.571377, -0.634811, -87.6067, 87.3658752441, 48.6642, -11.245, -67.7111, 61.0381126404, 56.5638, 1.42033, -25.1134, 93.530418396, 46.8567, -5.77116, -85.5457, 97.9814376831, 29.7922, -14.9011, -96.5032, 91.6034698486, 4.13364, -12.273, -94.3663, 83.0206222534, -33.6693, -17.4309, -77.6803
2, 51.7599601746, -38.4102, -19.9766, -27.4628, 59.3351325989, -28.4715, -45.0376, -24.7242, 98.8488006592, -27.703, 1.30237, -91.1391, 91.1640777588, -0.551685, -0.65155, -87.6067, 87.3620605469, 48.6649, -11.2578, -67.7061, 61.1021194458, 56.5879, 1.21898, -25.1711, 93.5516891479, 46.8627, -5.70357, -85.5594, 97.9950942993, 29.7562, -14.863, -96.5289, 91.6198730469, 4.10556, -12.2718, -94.3756, 83.01512146, -33.6608, -17.47, -77.6705
2, 51.5903205872, -38.4025, -20.0464, -27.2535, 55.4247245789, -27.2004, -43.5706, -20.4673, 98.7242965698, -27.6157, 0.637299, -91.0278, 91.3809204102, 0.158672, -1.3138, -87.7955, 87.6652679443, 48.9261, -11.6752, -67.7593, 61.4202575684, 55.0917, 2.26656, -25.9601, 96.031539917, 45.342, -3.86676, -86.5924, 100.860198975, 27.8333, -12.697, -97.826, 94.5064315796, 2.175, -10.2295, -95.2506, 85.5858459473, -35.0824, -16.3876, -77.7875
2, 51.5865592957, -38.4028, -20.0488, -27.2489, 55.3931541443, -27.192, -43.559, -20.4246, 98.7242507935, -27.6193, 0.632584, -91.0266, 91.3801956177, 0.152374, -1.32097, -87.795, 87.6672744751, 48.9267, -11.6839, -67.7595, 61.4420051575, 55.0805, 2.25179, -25.9395, 96.0768356323, 45.3724, -3.93204, -86.5726, 100.904327393, 27.8627, -12.7628, -97.8057, 94.5510940552, 2.19503, -10.2674, -95.2464, 85.6295471191, -35.0761, -16.4025, -77.7901
2, 51.5819664001, -38.4072, -20.0537, -27.237, 55.3325119019, -27.1781, -43.5361, -20.344, 98.724281311, -27.631, 0.619446, -91.023, 91.3767929077, 0.133678, -1.34462, -87.7929, 87.6737289429, 48.9303, -11.6991, -67.7606, 61.4405632019, 55.0683, 2.23161, -25.9027, 96.0642929077, 45.4069, -4.07251, -86.5427, 100.870903015, 27.928, -12.9705, -97.7392, 94.5158691406, 2.23213, -10.4529, -95.2072, 85.6040115356, -35.0371, -16.4641, -77.7817
2, 51.5758628845, -38.4195, -20.0485, -27.221, 55.2775535583, -27.1782, -43.5038, -20.2787, 98.7245101929, -27.653, 0.625916, -91.0162, 91.3726043701, 0.101471, -1.3548, -87.7905, 87.6802520752, 48.9231, -11.712, -67.7702, 61.533657074, 55.0963, 2.18794, -25.8695, 96.1194915771, 45.4307, -4.13908, -86.533, 100.898254395, 27.9757, -13.1328, -97.6868, 94.5252761841, 2.27953, -10.6385, -95.1607, 85.6204681396, -35.0017, -16.5457, -77.7629
2, 51.5710487366, -38.433, -20.0475, -27.2034, 55.2441635132, -27.1892, -43.4776, -20.2323, 98.7234649658, -27.6676, 0.620346, -91.0108, 91.3701019287, 0.0788803, -1.37137, -87.7888, 87.6809310913, 48.9066, -11.7409, -67.7782, 61.5844688416, 55.1252, 2.16396, -25.832, 96.1143722534, 45.4739, -4.24828, -86.503, 100.873207092, 28.0501, -13.288, -97.626, 94.4889450073, 2.33892, -10.7972, -95.1173, 85.5747909546, -34.927, -16.6698, -77.7371
2, 51.5765457153, -38.4505, -20.0383, -27.195, 55.2130966187, -27.2062, -43.447, -20.1944, 98.7220230103, -27.6705, 0.616013, -91.0087, 91.3693847656, 0.0708618, -1.38589, -87.7883, 87.6813659668, 48.897, -11.7816, -67.779, 61.6697692871, 55.1619, 2.12794, -25.7947, 96.1639938354, 45.5342, -4.34795, -86.4671, 100.915641785, 28.1153, -13.406, -97.5812, 94.4999008179, 2.4137, -10.9734, -95.0675, 85.5791702271, -34.8471, -16.784, -77.717
2, 51.5845108032, -38.4645, -20.0336, -27.1895, 55.1740074158, -27.2101, -43.4194, -20.1501, 98.7198028564, -27.6751, 0.607803, -91.0056, 91.3690032959, 0.061882, -1.39377, -87.788, 87.6832809448, 48.8928, -11.8073, -67.78, 61.7207717896, 55.1922, 2.06665, -25.7828, 96.1647720337, 45.5812, -4.44424, -86.4392, 100.890602112, 28.1764, -13.5714, -97.5205, 94.4616928101, 2.4799, -11.1665, -95.0133, 85.5557098389, -34.8011, -16.8798, -77.6965
2, 51.5980644226, -38.474, -20.0429, -27.1853, 55.1486167908, -27.2053, -43.4063, -20.1161, 98.7178039551, -27.6786, 0.584366, -91.003, 91.3684463501, 0.0555496, -1.40997, -87.7874, 87.6865844727, 48.8968, -11.8242, -67.7778, 61.7908554077, 55.2223, 2.08405, -25.7472, 96.2148513794, 45.6197, -4.51605, -86.4159, 100.924697876, 28.2326, -13.6975, -97.4701, 94.4825210571, 2.54321, -11.3009, -94.9718, 85.5819168091, -34.7566, -16.9787, -77.6764
2, 51.6067771912, -38.4805, -20.0544, -27.1792, 55.1387557983, -27.2019, -43.4032, -20.0928, 98.7154922485, -27.6833, 0.557541, -90.9999, 91.3670272827, 0.0490608, -1.4308, -87.7864, 87.6916656494, 48.9055, -11.8366, -67.7746, 61.8115959167, 55.2409, 2.10243, -25.7184, 96.2163772583, 45.6464, -4.55705, -86.4015, 100.916069031, 28.2847, -13.7812, -97.4332, 94.4726333618, 2.5875, -11.3817, -94.9483, 85.5610961914, -34.7044, -17.0444, -77.6648
2, 51.6210174561, -38.4908, -20.0652, -27.174, 55.1218032837, -27.1999, -43.3951, -20.0639, 98.7140884399, -27.6871, 0.533157, -90.9977, 91.3636627197, 0.0410194, -1.46294, -87.7839, 87.6938323975, 48.9077, -11.8572, -67.7721, 61.8387985229, 55.2365, 2.07634, -25.7103, 96.2708282471, 45.6819, -4.60303, -86.3839, 100.95438385, 28.3345, -13.8752, -97.3915, 94.516166687, 2.61964, -11.4492, -94.9295, 85.6105117798, -34.6915, -17.0529, -77.6667
2, 51.6450881958, -38.5111, -20.0743, -27.1664, 55.0984649658, -27.2107, -43.3781, -20.0228, 98.7135696411, -27.6963, 0.506363, -90.9946, 91.3549880981, 0.0231209, -1.52861, -87.7775, 87.6949539185, 48.9, -11.9036, -67.7712, 61.8518028259, 55.2501, 2.04962, -25.6921, 96.2669448853, 45.7147, -4.63359, -86.3631, 100.95993042, 28.3603, -13.8791, -97.3834, 94.5159072876, 2.66663, -11.4584, -94.9218, 85.6089859009, -34.6562, -17.023, -77.6836
2, 51.6754379272, -38.5295, -20.0893, -27.1638, 55.0643005371, -27.2169, -43.3562, -19.9765, 98.7128219604, -27.7015, 0.479507, -90.9925, 91.3466567993, 0.0119743, -1.59753, -87.7711, 87.6950759888, 48.8926, -11.948, -67.7693, 61.9034767151, 55.2752, 2.0518, -25.6593, 96.323097229, 45.7355, -4.6046, -86.3583, 101.016716003, 28.404, -13.8932, -97.3679, 94.5592041016, 2.72267, -11.4872, -94.9082, 85.6518707275, -34.6176, -16.9889, -77.7034
